title,tagline,release_date,runtime,budget,revenue,popularity,vote_average,vote_count
Ride with the Devil,"In a No-man's Land between North and South, You didn't fight for the Blue or the Grey... You fought for your friends and family.",1999-11-24,138.0,38000000,635096,5.516207,6.6,49
Bandidas,Being BAD never looked so GOOD!,2006-01-18,93.0,35000000,10496317,20.27704,5.8,307
Black Water Transit,,2009-05-13,100.0,0,0,0.12673800000000002,0.0,0
The Age of Innocence,In a world of tradition. In an age of innocence. They dared to break the rules.,1993-09-17,139.0,34000000,32255440,9.133747,7.0,169
The Fountain,Death is the road to awe,2006-09-06,96.0,35000000,15304890,24.606012,6.8,827
Stolen,Never steal from the world's greatest thief.,2012-05-17,96.0,35000000,2106557,16.830184,5.1,344
Ponyo,Welcome To A World Where Anything Is Possible.,2008-07-19,100.0,41677699,187479518,39.58676,7.5,926
The Astronaut's Wife,How well do you know the one you love?,1999-08-26,109.0,75000000,19598588,20.697556,5.4,254
I Dreamed of Africa,Sometimes the adventure of a lifetime becomes life itself.,2000-05-05,114.0,34000000,0,1.656695,5.3,18
Mandela: Long Walk to Freedom,It is an ideal for which I am prepared to die.,2013-12-06,141.0,35000000,27330000,15.509570000000002,6.5,224
Reds,Not since Gone With The Wind has there been a great romantic epic like it!,1981-12-25,195.0,32000000,40382659,4.6021849999999995,7.1,67
A Few Good Men,,1992-12-11,138.0,40000000,243240178,40.379965999999996,7.1,877
Big Momma's House,This FBI agent is going undercover... and he's concealing more than a weapon.,2000-05-31,98.0,30000000,173959438,24.389194,5.6,506
The Darkest Hour,Survive The Holidays,2011-12-22,89.0,30000000,64626786,23.328823,4.8,469
Step Up Revolution,One Step Can Change Your World,2012-07-26,99.0,33000000,140470746,29.775440999999997,6.7,663
Snakes on a Plane,"At 30,000 feet, snakes aren't the deadliest thing on this plane.",2006-08-06,105.0,33000000,62022014,19.642328,5.1,497
The Watcher,Don't go home alone.,2000-09-08,96.0,33000000,0,7.339908,4.9,110
Goal!: The Dream Begins,Every Dream Has A Beginning,2005-06-06,118.0,30000000,27610873,16.541791,6.6,238
Return of the Jedi,The Empire Falls...,1983-05-23,135.0,32350000,572700000,46.509071,7.9,4665
Wanderlust,Leave your baggage behind,2012-02-23,98.0,35000000,24159934,20.908494,5.3,394
Nacho Libre,He's not lean. He's not mean. He's nacho average hero.,2006-06-16,92.0,32000000,80197993,14.642055,5.6,359
This Is the End,Nothing ruins a party like the end of the world.,2013-06-12,107.0,32000000,126041322,38.217079999999996,6.3,2359
Men of Honor,History is made by those who break the rules.,2000-09-13,129.0,32000000,48814909,24.147269,7.0,544
Takers,Who's Taking Who?,2010-08-26,107.0,32000000,69055695,18.47242,6.0,394
The Big Wedding,It's never too late to start acting like a family,2013-04-25,90.0,35000000,21819348,18.843320000000002,5.7,414
Alive,They survived the impossible...by doing the unthinkable.,1993-01-15,120.0,32000000,36733909,14.48851,6.7,374
The Number 23,First it takes hold of your mind...then it takes hold of your life.,2007-02-23,101.0,30000000,77566815,23.197408,6.3,1018
Laws of Attraction,Love always has the last word.,2004-04-04,90.0,28000000,30016165,6.201404,5.6,104
Dragon Wars: D-War,They've made our world their battleground,2007-02-08,90.0,70000000,53587404,4.822033,4.0,104
Bogus,"A comedy about losing your heart, finding your inner child and meeting the one friend you've always tried to avoid.",1996-09-06,110.0,32000000,0,3.379454,5.4,44
The Incredible Burt Wonderstone,Abracatastic!,2013-03-14,100.0,30000000,27437881,26.9385,5.3,724
Cats Don't Dance,It's a Jungle Out There!,1997-03-26,75.0,32000000,3566637,4.098444000000001,7.1,24
Apocalypse Now,This is the end...,1979-08-15,153.0,31500000,89460381,49.973462,8.0,2055
Mr. Holland's Opus,"Of All the Lives He Changed, the One That Changed the Most Was His Own.",1995-12-29,137.0,0,106269971,6.775294000000001,6.9,113
Criminal,,2016-04-14,113.0,31500000,14708696,27.891012,5.7,557
Flight,,2012-11-02,138.0,31000000,161772375,42.213765,6.5,2415
The Grand Budapest Hotel,A perfect holiday without leaving home.,2014-02-26,99.0,30000000,174600318,74.417456,8.0,4519
Hearts in Atlantis,What if one of life's great mysteries moved in upstairs?,2001-09-07,101.0,31000000,24185781,7.06762,6.4,131
Frequency,The future is listening.,2000-04-28,118.0,31000000,68106245,19.258041,7.0,462
Chicago,"If You Can't Be Famous, Be Infamous",2002-12-26,113.0,45000000,306776732,32.217425,6.9,677
Big Daddy,Nature called. Look who answered.,1999-06-25,93.0,34200000,234801895,34.868590000000005,6.1,875
Speed,Get ready for rush hour,1994-06-09,116.0,30000000,350448145,49.526736,6.8,1783
Extraordinary Measures,Don't hope for a miracle. Make one.,2010-01-21,105.0,31000000,15134293,6.487344,6.0,89
Remember the Titans,History is written by the winners.,2000-09-29,113.0,30000000,136706683,25.996219,7.4,821
The Butler,One quiet voice can ignite a revolution.,2013-08-16,132.0,25000000,115922175,32.105328,7.2,1101
The Addams Family,Weird Is Relative,1991-11-22,99.0,30000000,191502426,37.179547,6.7,848
The Princess Diaries,She rocks. She rules. She reigns.,2001-08-03,115.0,37000000,165335153,40.176265,6.5,1023
Se7en,Seven deadly sins. Seven ways to die.,1995-09-22,127.0,33000000,327311859,79.579532,8.1,5765
District 9,You are not welcome here.,2009-08-05,112.0,30000000,210819611,63.13678,7.3,3382
The SpongeBob SquarePants Movie,Bigger. Better. More absorbent.,2004-11-14,87.0,30000000,140161792,27.870755,6.7,574
Mystic River,"We bury our sins, we wash them clean.",2003-10-07,138.0,25000000,156822020,31.242998999999998,7.6,1422
Million Dollar Baby,"Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love.",2004-12-15,132.0,30000000,216763646,70.456012,7.7,2439
Analyze This,New York's most powerful gangster is about to get in touch with his feelings. YOU try telling him his 50 minutes are up.,1999-03-05,103.0,80000000,176885658,29.415228999999997,6.4,503
The Notebook,Behind every great love is a great story.,2004-06-25,123.0,29000000,115603229,55.109138,7.7,3067
Rugrats in Paris: The Movie,Ooo la la! Paris will never be the same!,2000-09-14,78.0,30,103,4.5902769999999995,6.0,100
The Prince of Tides,"A story about the memories that haunt us, and the truth that sets us free.",1991-12-25,132.0,30000000,74787599,3.8452309999999996,5.9,56
Legends of the Fall,After the Fall from Innocence the Legend begins.,1994-12-16,133.0,30000000,160638883,26.952727000000003,7.2,619
About Schmidt,Schmidt Happens,2002-12-13,125.0,30000000,105834556,19.925026000000003,6.7,362
Forgetting Sarah Marshall,"You lose some, you get some.",2008-04-17,111.0,30000000,105173115,50.670253,6.4,1172
Four Brothers,They came home to bury mom... and her killer,2005-08-11,109.0,45000000,92374674,24.694551,6.7,607
Bride Wars,May the best bride win,2009-01-09,89.0,30000000,114663461,33.385428999999995,5.9,856
Without a Paddle,"The call of the wild, the thrill of adventure. The mistake of a lifetime.",2004-08-20,95.0,19000000,69631118,8.584398,5.3,214
Midnight in Paris,,2011-05-11,94.0,30000000,151119219,43.753585,7.4,1990
Blow,Based on a True Story.,2001-04-04,124.0,53000000,83282296,28.350528999999998,7.4,1317
Star Trek V: The Final Frontier,Adventure and imagination will meet at the final frontier.,1989-06-09,107.0,30000000,70200000,19.578249,5.6,376
Like Mike,"Think like Mike, Achieve like Mike, Be Like Mike.",2002-07-03,99.0,30000000,0,5.736669999999999,5.7,100
The Naked Gun 33⅓: The Final Insult,"A Mad Bomber is on the Loose, and If Anyone Can Stop Him....So Can Frank!",1994-03-18,83.0,30000000,51132598,28.624038,6.3,521
A View to a Kill,Has James Bond finally met his match?,1985-05-24,131.0,30000000,152427960,27.230493,6.0,506
The Curse of the Were-Rabbit,Something bunny is going on...,2005-09-04,85.0,30000000,192452832,30.380746999999996,6.8,643
P.S. I Love You,"His life ended. Now, a new one will begin.",2007-11-15,126.0,30000000,156835339,29.489273999999998,6.9,977
Racing Stripes,Cheer 'til you're horse!,2005-01-06,102.0,30000000,93772522,8.058109,5.1,123
Letters to Juliet,What if you had a second chance to find true love?,2010-05-14,105.0,30000000,0,16.52083,6.6,796
Corpse Bride,There's been a grave misunderstanding.,2005-09-09,77.0,40000000,117195061,43.571612,7.2,1894
Glory Road,The incredible story of the team that changed the game forever.,2006-01-13,118.0,0,42647449,8.305085,7.2,144
Sicario,The border is just another line to cross.,2015-09-17,121.0,30000000,84025816,55.424027,7.2,2416
Southpaw,Believe in Hope.,2015-06-15,123.0,30000000,91709827,65.364452,7.3,2067
Drag Me to Hell,"Christine Brown has a good job, a great boyfriend, and a bright future. But in three days, she's going to hell.",2009-03-15,99.0,30000000,90810892,45.083509,6.2,966
The Age of Adaline,Love is timeless.,2015-04-16,112.0,25000000,65663276,82.05205600000001,7.4,1990
Secondhand Lions,,2003-09-19,111.0,0,0,15.011624,6.9,260
Step Up 3D,Two Worlds. One Dream.,2010-08-04,107.0,30000000,159291809,25.060342000000002,6.6,582
Blue Crush,"Three Friends, One Passion, No Limits.",2002-08-08,104.0,25000000,51842679,11.42943,5.6,159
Meet the Spartans,"The Bigger the Hit, The Harder They Fall",2008-01-24,84.0,30000000,84646831,10.608998,3.7,359
Midnight Run,This could be the beginning of a beautiful friendship.,1988-07-20,126.0,30000000,38413606,12.821328999999999,7.2,238
The Running Man,A game nobody survives. But Schwarzenegger has yet to play.,1987-11-13,101.0,27000000,38122105,30.131497999999997,6.4,703
Hanna,Adapt or die.,2011-04-07,111.0,30000000,63782078,31.191975,6.5,1263
Mortal Kombat: Annihilation,"The world was created in six days, so too shall it be destroyed and on the seventh day mankind will rest... in peace",1997-11-21,95.0,30000000,51376861,11.916389,3.8,221
Gridiron Gang,One goal. A second chance.,2006-09-15,125.0,30000000,41480851,9.278361,6.5,206
9,When our world ended their mission began.,2009-08-19,79.0,30000000,48428063,55.806402,6.6,1262
Side Effects,One pill can change your life.,2013-02-07,106.0,30000000,63372757,48.237797,6.4,1323
The Prince & Me,Finding your inner princess can be such a royal pain.,2004-03-28,111.0,0,0,17.943945000000003,5.9,278
Dumb and Dumberer: When Harry Met Lloyd,The evolution of dumb...,2003-06-13,85.0,19000000,39267515,15.677470000000001,4.1,210
Get on Up,The Funk Don't Quit,2014-08-01,139.0,0,31911598,13.064264,6.4,158
Virtuosity,Justice needs a new program.,1995-08-04,106.0,30000000,24048000,5.301589,5.4,163
My Super Ex-Girlfriend,Hell hath no fury like a superwoman scorned.,2006-06-20,95.0,0,60896147,20.252143,4.8,442
Deliver Us from Evil,,2014-07-01,118.0,30000000,0,29.359201000000002,5.9,690
The Five-Year Engagement,A comedy about the journey between popping the question and tying the knot.,2012-04-27,124.0,30000000,53909751,27.71063,5.7,457
The Next Three Days,What if you had 72 hours to save everything you live for?,2010-11-18,133.0,30000000,51148651,34.421696000000004,6.9,905
Ultraviolet,The blood war is on.,2006-03-03,87.0,30000000,31070211,15.89534,4.8,458
Assault on Precinct 13,Unite and fight.,2005-01-19,109.0,30000000,35294470,18.706504000000002,6.0,311
The Replacement Killers,Kill or be replaced.,1998-02-06,87.0,30000000,19204929,9.607391,6.0,127
Eight Legged Freaks,Do you hate spiders? Do you really hate spiders? Well they don't like you either.,2002-07-17,99.0,0,0,17.834976,5.4,295
88 Minutes,He has 88 minutes to solve a murder. His own.,2007-02-14,108.0,30000000,16930884,16.883429,5.7,313
Splice,Science's newest miracle...is a mistake.,2009-10-06,104.0,26000000,0,23.227877,5.5,671
Howard the Duck,You will believe that a duck can talk.,1986-08-01,110.0,37000000,37962774,11.374305999999999,5.1,221
The Cave,There are places man was never meant to go.,2005-08-25,97.0,30000000,15007991,10.756266,5.1,202
Alex & Emma,Is it love... or are they just imagining things?,2003-06-16,96.0,30000000,15368897,4.352422,5.0,68
Fright Night,You can't run from evil when it lives next door.,2011-08-18,106.0,17000000,24922237,18.27083,6.0,603
The New World,"Once discovered, it was changed forever.",2005-12-25,135.0,30000000,30536013,19.106154,6.4,330
Dragonball Evolution,The legend comes to life.,2009-04-01,85.0,100000000,0,21.677732000000002,2.9,462
Hoodwinked Too! Hood VS. Evil,Not All Fairy Tales Go By the Book.,2011-04-29,86.0,30000000,13521829,10.694417,4.8,131
An Unfinished Life,Every secret takes on a life of its own.,2005-09-09,108.0,30000000,18618284,6.353971,6.7,161
Barney's Version,First he got married. Then he got married again. Then he met the love of his life.,2010-10-26,134.0,30000000,8454301,4.952735,7.2,129
Runner Runner,The house always wins.,2013-09-24,91.0,30000000,62616646,22.975918,5.5,543
Antitrust,Truth can be dangerous...Trust can be deadly.,2001-01-12,108.0,30000000,18195610,8.359599000000001,5.8,153
Once Upon a Time in America,"Crime, passion and lust for power - Sergio Leone's explosive saga of gangland America.",1984-02-16,229.0,30000000,0,49.336397,8.2,1069
Dead Man Down,Blood demands blood,2013-03-08,118.0,0,18074539,29.647844,5.9,638
The Good Thief,He doesn't want money. He wants what money can't buy.,2003-04-03,108.0,0,0,2.774811,6.0,31
Supercross,,2005-08-16,80.0,0,3102550,3.71305,5.4,29
Miss Potter,The life of Beatrix Potter is the most enchanting tale of all.,2006-12-03,92.0,30000000,35078241,8.386432000000001,6.3,141
1911,Fall of the Last Empire,2011-07-03,125.0,30000000,108348,4.065212,5.0,41
Machine Gun Preacher,Hope is the greatest weapon of all,2011-09-23,129.0,30000000,2527904,13.268935999999998,6.4,286
Goodbye Bafana,,2007-02-11,140.0,30000000,0,12.257653999999999,7.0,38
United Passions,Every dream has it's own rules,2014-06-19,110.0,27000000,0,6.036683999999999,3.0,16
Ripley's Game,,2002-09-02,110.0,30000000,0,2.9810470000000002,6.6,69
Sausage Party,Always use condiments,2016-07-11,83.0,19000000,140752617,66.242737,5.6,2238
Keeping the Faith,"If you have to believe in something, you may as well believe in love.",2000-04-14,127.0,30000000,37036004,8.085872,5.9,159
The Boss,Watch your assets,2016-04-07,91.0,29000000,78636257,20.55509,5.5,431
Mumford,Some towns have all the fun.,1999-09-24,112.0,0,0,4.310168,6.3,26
Seed of Chucky,Fear The Second Coming,2004-11-11,87.0,12000000,24829644,12.653831,4.9,287
Along Came a Spider,The game is far from over.,2001-04-06,104.0,60000000,105178561,21.252797,6.1,400
Florence Foster Jenkins,"People may say I couldn't sing, but no one can say I didn't sing",2016-05-06,110.0,29000000,48902953,19.237254,6.6,392
Once Upon a Time in Mexico,The Time Has Come.,2003-09-11,102.0,29000000,98185582,27.555646000000003,6.2,594
Die Hard,40 Stories. Twelve Terrorists. One Cop.,1988-07-15,131.0,28000000,140767956,66.169628,7.5,3948
Role Models,They're about to get more than they plea-bargained for.,2008-02-03,99.0,28000000,92380927,24.917665,6.4,564
Dawn of the Dead,"When the undead rise, civilization will fall.",2004-03-19,101.0,28000000,102356381,44.529429,6.8,1016
The Wedding Planner,His big day is her big problem.,2001-01-26,103.0,35000000,94728529,14.949395,5.5,427
Space Pirate Captain Harlock,,2013-09-07,115.0,30000000,17137302,14.726338,6.5,356
The Royal Tenenbaums,"Family isn’t a word, it’s a sentence.",2001-10-05,110.0,21000000,71441250,24.13081,7.4,1286
Identity,The secret lies within.,2003-04-25,90.0,30000000,90259536,45.915165,7.1,1061
Last Vegas,It's going to be legendary,2013-10-31,105.0,28000000,134402450,28.043508000000003,6.4,799
Serendipity,Sometimes True Love Can Have More Than One Face.,2001-10-05,90.0,28000000,77516304,14.530803,6.6,521
Zoolander,3% Body Fat. 1% Brain Activity.,2001-09-28,89.0,28000000,60780981,38.0958,6.1,1337
Hocus Pocus,It's just a bunch of Hocus Pocus.,1993-07-16,96.0,28000000,39514713,18.650748,6.4,471
Kick-Ass,Shut up. Kick ass.,2010-03-22,117.0,28000000,96188903,45.054936,7.1,4645
30 Minutes or Less,A lot can happen in 30 minutes.,2011-08-11,83.0,28000000,40547440,25.039382999999997,5.6,531
Pride & Prejudice,A romance ahead of its time.,2005-09-16,135.0,28000000,121147947,36.58383,7.7,1358
Blade Runner,Man has made his match... now it's his problem.,1982-06-25,117.0,28000000,33139618,94.05613100000001,7.9,3509
We Own the Night,Two brothers on opposite sides of the law. Beyond their differences lies loyalty.,2007-05-25,117.0,21000000,54926886,14.518707999999998,6.5,323
Lost Souls,,2000-10-13,97.0,0,0,3.312385,4.5,38
Just My Luck,Everything changed in the wink of an eye.,2006-05-12,103.0,28000000,38159905,22.074306,5.8,491
